sentiment,review
-1,"['meh', 'meh', 'final', 'get', 'correct', 'order', 'general', 'tasti', 'picki', 'eater', 'found', 'way', 'navig', 'menu', 'get', 'item', 'work', 'servic', 'industri', 'year', 'server', 'bartend', 'trainer', 'take', 'fulfil', 'order', 'hard', 'tedious', 'time', 'though', 'go', 'see', 'busi', 'hope', 'order', 'correct', 'go', 'leav', 'time', 'past', 'past', 'year', 'order', 'perfect', 'correct', 'exagger', 'order', 'larg', 'noth', 'els', 'though', 'mention', 'got', 'home', 'pull', 'bag', 'hard', 'call', 'fill', 'enjoy', 'minut', 'drive', 'home', 'littl', 'even', 'sent', 'pictur', 'post', 'mcdonald', 'facebook', 'least', 'hot', 'even', 'staff', 'pleasant', 'morn', 'staff', 'leav', 'lot', 'desir', 'well', 'think', 'talk', 'negat', 'peopl', 'spanish', 'open', 'light', 'skin', 'puerto', 'rican', 'understand', 'perfect', 'submit', 'sever', 'complaint', 'never', 'receiv', 'call', 'email', 'back', 'go', 'anymor', 'avoid', 'stress', 'pay', 'money', 'someth', 'like', 'wrong']"
-1,"['consist', 'worst', 'meal', 'pay', 'microwav', 'nugget', 'cold', 'minut', 'wait', 'ask', 'dont', 'go', 'ever', 'better', 'go', 'hungri', 'give', 'meal', 'pay', 'homeless', 'donat', 'box', 'behind', 'drive', 'thru']"
-1,"['take', 'card']"
-1,"['mcdonald', 'proud', 'broken', 'ice', 'cream', 'machin', 'planet', 'ask', 'drive', 'ice', 'cream', 'ladi', 'repli', 'na']"
-1,"['yet', 'anoth', 'mcdonald', 'horribl', 'servic', 'lazi', 'employe', 'mean', 'c', 'mon', 'intent', 'hire', 'unqualifi', 'peopl']"
-1,"['first', 'last', 'time', 'go', 'locat', 'look', 'receipt', 'got', 'plain', 'sausag', 'biscuit', 'plus', 'doubl', 'quarter', 'pounder']"
-1,"['sarcasm', 'exact', 'order', 'minut', 'wait', 'drive', 'room', 'temperatur', 'caramel', 'mocha', 'less', 'full']"
-1,"['honor', 'advertis', 'price', 'extra', 'pickl']"
-1,"['spent', 'minut', 'wait', 'mcdonald', 'accord', 'googl', 'open', 'final', 'pull', 'window', 'see', 'anyon', 'sure', 'enough', 'employe', 'seat', 'lobbi', 'anoth', 'window', 'told', 'close', 'whoever', 'two', 'need', 'replac', 'get', 'togeth', 'mcdonald', 'corpor', 'power', 'hous', 'reput', 'keep', 'unprofession', 'experi', 'ever', 'fast', 'would', 'recomend', 'locat']"
-1,"['locat', 'horribl', 'store', 'work', 'general', 'manger', 'omar', 'delgado', 'know', 'run', 'store', 'effici', 'supervisor', 'eduardo', 'care', 'ran', 'either', 'someon', 'use', 'work', 'manger']"
-1,"['rd', 'time', 'got']"
-1,"['went', 'drive', 'order', 'larg', 'fri', 'two', 'chicken', 'delux', 'sandwich', 'got', 'pay', 'window', 'read', 'back', 'two', 'spicey', 'chicken', 'sandwich', 'restat', 'want', 'delux', 'crispi', 'chicken', 'sandwich', 'said', 'would', 'fix', 'pay', 'second', 'time', 'lettuc', 'tomato', 'got', 'order', 'still', 'spicey', 'chicken', 'sandwich', 'insid', 'delux', 'crispi', 'chicken', 'b']"
-1,"['take', 'minut', 'take', 'order', 'abl', 'order', 'normal', 'menu', 'instead', 'disgust', 'br']"
-1,"['worst', 'mcdonald', 'ever', 'come', 'often', 'order', 'wrong', 'everi', 'time', 'today', 'drive', 'thru', 'person', 'could', 'bare', 'hear', 'almost', 'yell', 'get', 'next', 'window', 'pay', 'ask', 'order', 'tell', 'end', 'repeat', 'order', 'entir', 'staff', 'look', 'confus', 'hell', 'drop', 'outta', 'sky', 'ask', 'pay', 'sure', 'order', 'speaker', 'ya', 'wear', 'head', 'set', 'except', 'cook', 'worst', 'leadership', 'ever', 'seen']"
-1,"['drink', 'water', 'employe', 'downright', 'rude', 'ask', 'replac', 'drink']"
-1,"['answer', 'call', 'mess', 'order', 'time', 'hour']"
-1,"['slow', 'alway', 'wait', 'go', 'back', 'get', 'fix', 'ever', 'ile', 'none', 'fake', 'smile', 'welcom', 'mcdonald', 'great', 'day', 'especi', 'drive', 'say', 'someth', 'wrong', 'get', 'major', 'attitud', 'especi', 'shift', 'manag', 'guy', 'tall', 'black', 'guy', 'sorri', 'know', 'name']"
-1,"['horribl', 'servic', 'worker', 'stank', 'attitud', 'reason', 'work', 'window', 'mute', 'attitud', 'mad', 'miser', 'work', 'mess', 'order', 'answer', 'phone', 'ridicul', 'found', 'long', 'hair', 'daughter', 'happi', 'meal', 'extra', 'fri', 'miss', 'meal']"
-1,"['normal', 'locat', 'pretti', 'good', 'last', 'night', 'absolut', 'ridicul', 'sat', 'drive', 'thru', 'almost', 'hour', 'wait', 'get', 'order', 'taken', 'line', 'wrap', 'almost', 'twice', 'around', 'build', 'final', 'gave', 'tri', 'drive', 'window', 'give', 'order', 'sinc', 'next', 'line', 'got', 'window', 'told', 'take', 'go', 'back', 'around', 'told', 'put', 'order', 'sinc', 'wait', 'time', 'proceed', 'still', 'refus', 'fault', 'wait', 'second', 'lane', 'claim', 'close', 'sign', 'second', 'lane', 'open', 'sign', 'talk', 'wet', 'floor', 'sign', 'place', 'right', 'next', 'drive', 'thru', 'menu', 'told', 'lane', 'look', 'open', 'side', 'still', 'proceed', 'argu', 'slam', 'drive', 'thru', 'window', 'shut', 'never', 'receiv', 'deplor', 'custom', 'servic', 'life', 'manag', 'read', 'high', 'suggest', 'fire', 'two', 'worker', 'last', 'night']"
-1,"['went', 'locat', 'tonight', 'see', 'could', 'give', 'oreo', 'mcflurri', 'differ', 'mcdonald', 'forgotten', 'earlier', 'complet', 'refus', 'unbeliev', 'ice', 'cream']"
-1,"['rude', 'custom', 'servic', 'unprofession', 'attitud', 'overcook', 'complimentari', 'item', 'screw', 'order', 'understand', 'keep', 'job', 'mani', 'negat', 'review', 'vow', 'never', 'eat', 'would', 'rather', 'eat', 'cold', 'bake', 'bean']"
-1,"['repres', 'rude', 'disrespect', 'refus', 'fulfil', 'order', 'simpli', 'hung', 'drive', 'window', 'never', 'disappoint', 'locat', 'manag', 'pretend', 'noth', 'even', 'happen']"
-1,"['went', 'pick', 'restaur', 'late', 'night', 'drive', 'told', 'wait', 'near', 'door', 'get', 'order', 'even', 'wait', 'minut', 'came', 'order', 'alreadi', 'assign', 'even', 'come', 'drive', 'take', 'half', 'hour', 'get', 'good', 'lot', 'peopl', 'behind', 'got', 'care', 'driver', 'alreadi', 'wait', 'long', 'time', 'thank']"
-1,"['manag', 'rude', 'research', 'blvd', 'north', 'austin', 'tx', 'go', 'back', 'diner', 'time', 'rd', 'time', 'manag', 'didnt', 'even', 'ackowledg', 'even', 'discript', 'said', 'manag', 'spanish', 'ft', 'tall', 'long', 'blondoish', 'hair', 'pull', 'back', 'poni', 'tail', 'read', 'previous', 'review', 'thri', 'good', 'need', 'check', 'go']"
-1,"['never', 'would', 'come', 'back', 'mother', 'ask', 'coke', 'ladi', 'becam', 'rude', 'said', 'cowork', 'spanish', 'omg', 'fat', 'women', 'hurt', 'said', 'know', 'said', 'teach', 'employe', 'speck', 'proper', 'front', 'peopl']"
-1,"['got', 'wrong', 'order']"
-1,"['uber', 'eat', 'connect', 'issu', 'push', 'order', 'locat', 'suppos', 'cancel', 'know', 'isnt', 'mcdonald', 'fault', 'call', 'tri', 'address', 'issu', 'answer', 'ignor', 'must', 'left', 'phone', 'hook', 'attempt', 'call', 'got', 'dial', 'tone', 'know', 'place', 'short', 'staf', 'cant', 'ignor', 'peopl']"
-1,"['paid', 'larg', 'size', 'meal', 'ask', 'larg', 'fri', 'larg', 'drink', 'pleas', 'argu', 'ticket', 'say', 'medium', 'drink', 'thank', 'much', 'singl', 'parent', 'want', 'spend', 'littl', 'bit', 'money', 'unhealthi', 'wast', 'hard', 'earn', 'money']"
-1,"['custom', 'servic', 'good', 'staff', 'play', 'game', 'pay', 'money', 'see', 'hors', 'around', 'manag', 'jock', 'answer', 'phone', 'night', 'septemb', 'pm', 'next', 'visit', 'austin', 'mcdonald']"
-1,"['wait', 'drive', 'half', 'hour', 'got', 'troubl', 'sorri', 'wait', 'even', 'explan', 'got', 'second', 'window', 'least', 'dozen', 'soda', 'sit', 'counter', 'first', 'time', 'bad', 'servic', 'pull', 'said', 'serv', 'right', 'even', 'though', 'smack', 'dab', 'middl', 'day', 'hour']"
-1,"['specif', 'say', 'plain', 'dri', 'make', 'sure', 'understood', 'cuz', 'let', 'face', 'macdonald', 'add', 'noth', 'meat', 'bun', 'get', 'home', 'open', 'bag', 'immedi', 'see', 'chees', 'hamburg', 'wrapper', 'mean', 'cryin']"
-1,"['buyer', 'bewar', 'yeah', 'fast', 'cheap', 'howev', 'love', 'consist', 'let', 'particular', 'locat', 'place', 'frequent', 'locat', 'love', 'give', 'incorrect', 'item', 'time', 'order', 'miss', 'someth', 'pleas', 'sure', 'check', 'order', 'prior', 'leav', 'premis', 'note', 'take', 'forev', 'get', 'correct', 'mistak', 'take', 'consider', 'rest', 'cold', 'soggi', 'time']"
-1,"['saturday', 'straight', 'stop', 'answer', 'drive', 'sit', 'chill']"
-1,"['aw', 'experi', 'drive', 'thru', 'attend', 'rude', 'untrain', 'unprofession', 'ask', 'manag', 'attend', 'lie', 'say', 'duti', 'fyi', 'imposs', 'everi', 'shift', 'manag', 'specif', 'attend', 'scream', 'curs', 'led', 'contact', 'corpor']"
-1,"['order', 'happi', 'meal', 'plain', 'cheeseburg', 'burger', 'wrong', 'know', 'four', 'grandkid']"
-1,"['fast', 'compani', 'anymor', 'compani', 'alway', 'line', 'wrap', 'around', 'build', 'never', 'move', 'robot', 'go', 'replac', 'kitchen', 'staff', 'hate', 'job']"
-1,"['constant', 'get', 'order', 'wrong', 'order', 'window', 'uber', 'everi', 'singl', 'time', 'dont', 'get', 'complet', 'order', 'today', 'went', 'back', 'get', 'fri', 'chicken', 'sandwich', 'fri', 'complic', 'manag', 'gave', 'us', 'new', 'girl', 'oick', 'window', 'shove', 'bag', 'ny', 'hand', 'tha', 'ked', 'made', 'rude', 'face', 'turn', 'away']"
-1,"['night', 'time', 'drive', 'team', 'seem', 'realli', 'unprofession', 'order', 'meal', 'extra', 'fri', 'got', 'window', 'given', 'fri', 'meal', 'mention', 'extra', 'fri', 'told', 'paid', 'fri', 'offer', 'pay', 'differ', 'extra', 'fri', 'told', 'need', 'drive', 'back', 'around', 'order', 'serious', 'respons', 'return']"
-1,"['rd', 'time', 'row', 'burn', 'go', 'drive', 'threw', 'time', 'mess', 'order', 'think', 'would', 'learn', 'lesson', 'thought', 'would', 'quick', 'easi', 'nope', 'locat', 'suck', 'tri', 'call', 'number', 'receipt', 'answer', 'know']"
-1,"['worst', 'experi', 'ask', 'regular', 'size', 'coffe', 'get', 'window', 'hand', 'small', 'ask', 'woman', 'regular', 'rude', 'said', 'yes', 'question', 'two', 'time', 'ask', 'mani', 'size', 'coffe', 'said', 'small', 'medium', 'larg', 'ask', 'hold', 'said', 'small', 'charg', 'said', 'told', 'ask', 'regular', 'would', 'medium', 'drove', 'also', 'ask', 'splenda', 'creamer', 'side', 'receiv', 'regular', 'sugar', 'creamer', 'top', 'coffe', 'full', 'coffe', 'ground', 'point', 'spit', 'littl', 'plus', 'piec', 'plastic', 'never']"
-1,"['attempt', 'go', 'drive', 'thru', 'said', 'hour', 'howev', 'seem', 'take', 'order', 'drove', 'around', 'twice', 'case', 'tri', 'still', 'answer', 'saw', 'employe', 'kitchen', 'get', 'attent', 'bad', 'busi', 'close', 'delay', 'open', 'least', 'sign', 'indic', 'would', 'nice']"
-1,"['complet', 'raw', 'middl', 'took', 'back', 'get', 'remad', 'ladi', 'behind', 'counter', 'treat', 'stuck', 'brat', 'want', 'eat', 'raw', 'abil', 'give', 'zero', 'star', 'rate', 'would', 'never', 'eat']"
-1,"['could', 'give', 'negat', 'star', 'would', 'locat', 'absolut', 'worst', 'ever', 'everi', 'singl', 'time', 'go', 'f', 'order', 'give', 'attitud', 'need', 'correct', 'mistak', 'tri', 'give', 'benefit', 'doubt', 'everyon', 'bad', 'day', 'return', 'think', 'time', 'differ', 'never', 'alway', 'suck', 'staff', 'horribl', 'corpor', 'need', 'send', 'staff', 'week', 'train', 'chic', 'fil', 'colleg', 'learn', 'work', 'ethic', 'time', 'manag', 'teamwork', 'basic', 'manor', 'baffl', 'chic', 'fil', 'car', 'drive', 'thru', 'get', 'order', 'right', 'first', 'time', 'min', 'mcdonald', 'could', 'car', 'still', 'take', 'min', 'tri', 'get', 'order', 'right', 'make', 'logic', 'sens', 'moral', 'rant', 'save', 'time', 'money', 'drive', 'around', 'corner', 'chic', 'fil', 'got']"
-1,"['order', 'employe', 'conveni', 'forgot', 'turn', 'microphon', 'talk', 'mess', 'order', 'unprofession', 'honest', 'uncal', 'ask', 'receipt', 'said', 'bad', 'conveni', 'tri', 'get', 'ahold', 'manag', 'speak', 'ab']"
-1,"['usual', 'review', 'place', 'locat', 'ridicul', 'rude', 'servic', 'consist', 'get', 'order', 'wrong', 'even', 'busi', 'rude']"
-1,"['horribl', 'custom', 'servic', 'alway', 'get', 'order', 'wrong', 'french', 'said', 'fine', 'wait', 'make', 'serious', 'kind', 'fast', 'place', 'make', 'take', 'two', 'minut', 'heat', 'even', 'worst', 'fryer', 'would', 'wait', 'money', 'make', 'industri', 'busi', 'sit', 'whataburg', 'also', 'readi', 'said', 'could', 'fresh', 'two', 'minut']"
-1,"['horribl', 'servic', 'yet', 'drive', 'thru', 'get', 'dam', 'thing', 'right', 'interest', 'voic', 'continu', 'repeat', 'still', 'get', 'wrong', 'went', 'drive', 'threw', 'still', 'follow', 'direct', 'sad']"
-1,"['hate', 'new', 'self', 'order', 'touchscreen', 'hard', 'order', 'even', 'simplest', 'item', 'staff', 'seem', 'preoccupi', 'even', 'get', 'order', 'correct', 'ask', 'parfait', 'sweet', 'tea', 'empti']"
-1,"['noth', 'staff', 'rude', 'napkin', 'tabl', 'dirti', 'son', 'went', 'get', 'lunch', 'movi', 'know', 'lunch', 'start', 'appar', 'serv', 'lunch', 'ask', 'said', 'peopl', 'late', 'breakfast', 'weekend', 'affect', 'lunch', 'know', 'accord', 'sign', 'breakfast', 'serv', 'day', 'read', 'review', 'first', 'would', 'gone', 'across', 'highway']"
-1,"['general', 'fast', 'place', 'subpar', 'servic', 'went', 'morn', 'get', 'quick', 'breakfast', 'time', 'usual', 'saturday', 'morn', 'spot', 'order', 'sever', 'differ', 'breakfast', 'item', 'end', 'wife', 'went', 'order', 'singl', 'order', 'three', 'pancak', 'sausag', 'breakfast', 'kid', 'checkout', 'seem', 'expens', 'first', 'cashier', 'never', 'repeat', 'order', 'back', 'us', 'receiv', 'order', 'figur', 'put', 'us', 'three', 'total', 'three', 'pancak', 'sausag', 'breakfast', 'wife', 'brought', 'girl', 'behind', 'regist', 'said', 'oop', 'sorri', 'walk', 'away', 'offer', 'fix', 'give', 'refund', 'great', 'job']"
-1,"['let', 'say', 'place', 'would', 'lot', 'better', 'differ', 'crew', 'member', 'orang', 'red', 'hair', 'ladi', 'name', 'veronica', 'window', 'most', 'alway', 'attitud', 'want', 'work', 'gone', 'peopl', 'take', 'custom', 'servic']"
-1,"['use', 'mind', 'mcd', 'happi', 'option', 'hr', 'case', 'want', 'someth', 'way', 'home', 'night', 'friend', 'late', 'night', 'munchi', 'day', 'pretti', 'averag', 'mcd', 'lost', 'busi', 'forev', 'went', 'night', 'pull', 'order', 'box', 'wait', 'five', 'minut', 'final', 'someon', 'came', 'speaker', 'said', 'sorri', 'close', 'close', 'hrs', 'get', 'sometim', 'hr', 'place', 'close', 'night', 'everi', 'sever', 'month', 'deep', 'clean', 'get', 'realli', 'alway', 'post', 'sign', 'notic', 'blind', 'side', 'place', 'realli', 'think', 'close', 'think', 'worker', 'lazi', 'job', 'decid', 'shut', 'store', 'could', 'get', 'paid', 'noth', 'addit', 'store', 'bad', 'habit', 'broken', 'ice', 'cream', 'machin', 'past', 'pm', 'alway', 'sorri', 'ice', 'cream', 'machin', 'broken', 'come', 'lobbi', 'close', 'worst', 'part', 'complain', 'websit', 'submit', 'complaint', 'store', 'point', 'hr', 'ice', 'cream', 'issu', 'got', 'back', 'week', 'later', 'oh', 'sorri', 'ice', 'cream', 'machin', 'broken', 'work', 'upgrad', 'locat', 'take', 'time', 'even', 'singl', 'mention', 'close', 'hr', 'locat', 'said', 'pretti', 'standard', 'mcd', 'synonym', 'lazi', 'take', 'cake']"
-1,"['tri', 'charg', 'piec', 'egg', 'ask', 'bacon', 'egg', 'chees', 'mcgriddl', 'drive', 'thru', 'went', 'insid', 'manag', 'tri', 'charg', 'employe', 'never', 'confirm', 'order', 'said', 'sub', 'bacon', 'instead', 'sausag', 'somehow', 'egg', 'got', 'taken']"
-1,"['surpris', 'come', 'work', 'side', 'town', 'coffe', 'drink', 'cup', 'hot', 'water', 'wow', 'known', 'coffe', 'get', 'water', 'instead']"
-1,"['terribl', 'servic', 'even', 'hand', 'chang', 'would', 'rather']"
-1,"['order', 'two', 'mcdoubl', 'larg', 'soda', 'burger', 'pink', 'red', 'center', 'last', 'time', 'even', 'tri', 'eat', 'fast', 'altogeth']"
-1,"['dissatisfi', 'servic', 'locat', 'ask', 'big', 'mac', 'instead', 'charg', 'quarter', 'pounder', 'son', 'order', 'cheeseburg', 'happi', 'meal', 'want', 'mustard', 'onion', 'pickl', 'son', 'upset', 'refus', 'eat', 'got', 'sloppli', 'made', 'meat', 'half', 'way', 'hang', 'bad', 'almost', 'dri', 'littl', 'boy', 'upset', 'want', 'mad', 'mommi', 'hurt', 'littl', 'boy']"
-1,"['found', 'piec', 'hair', 'also', 'pay', 'pancak', 'syrup', 'ranch', 'open', 'bag', 'alreadi', 'open', 'leak', 'bag', 'call', 'make', 'complaint', 'manag', 'answer', 'took', 'call', 'back', 'back', 'incred', 'rude', 'told', 'everyon', 'pass', 'certif', 'go', 'health', 'depart', 'made', 'complaint', 'texa', 'health', 'depart', 'floor', 'disgust', 'bathroom', 'disgust', 'worst', 'mcdonald', 'ever', 'life', 'travel', 'countri']"
-1,"['star', 'everytim', 'go', 'earli', 'morn', 'ladi', 'alway', 'rude', 'grant', 'know', 'earli', 'u', 'handl', 'earli', 'mayb', 'consid', 'get', 'differ', 'job', 'okay', 'rude']"
-1,"['ask', 'wait', 'spot', 'ask', 'jelli', 'complet', 'ignor', 'go', 'insid', 'get', 'trash', 'custom', 'servic', 'blame', 'manag', 'hold', 'anyon', 'account']"
-1,"['serious', 'ask', 'specif', 'onion', 'steak', 'bagel', 'meal', 'got', 'hous', 'onion', 'ask', 'picant', 'sauc', 'even', 'put', 'sauc', 'packet', 'bag', 'suck', 'get', 'home', 'abl', 'eat', 'expect']"
-1,"['person', 'realli', 'nice', 'everytim', 'go', 'almost', 'mess', 'order', 'sometim', 'pay', 'extra', 'extra', 'top', 'forgot', 'add', 'tope', 'made', 'plain', 'bacon', 'mcd', 'doubl', 'alway', 'order', 'daughter', 'mayo', 'en', 'add', 'mac', 'saus', 'allerg', 'onion', 'alway', 'someth', 'miss', 'order']"
-1,"['insid', 'smell', 'babi', 'diaper', 'ask', 'extra', 'sweet', 'sour', 'sauc', 'give', 'dirti', 'look', 'hassl', 'ice', 'cream', 'machin', 'alway', 'broken', 'alway', 'look', 'put', 'togeth', 'careless', 'guess', 'expect', 'much', 'mcdonald', 'anyway']"
-1,"['alway', 'rude', 'get', 'mad', 'mess', 'order', 'never', 'bad', 'servic', 'place']"
-1,"['worst', 'place', 'ever', 'mess', 'almost', 'everi', 'singl', 'item', 'order', 'phone', 'line']"
-1,"['serious', 'deal', 'abl', 'brew', 'fresh', 'sweet', 'tea', 'sad', 'check', 'drink', 'leav', 'drive', 'thru', 'seem', 'time', 'week', 'get', 'bad', 'tea', 'locat', 'leav', 'work', 'go', 'get', 'new', 'either', 'send', 'hubbi', 'drink', 'run', 'morn', 'constant', 'forget', 'take', 'tast', 'test', 'leav']"
-1,"['liter', 'thing', 'mess', 'drink', 'frys', 'old', 'bare', 'fill', 'halfway', 'order', 'larg', 'condiment', 'ask', 'ketchup']"
-1,"['tri', 'sell', 'hashbrown', 'clear', 'say', 'drive', 'thru', 'menu', 'im', 'alreadi', 'mad', 'go', 'first', 'place', 'im', 'rush', 'morn', 'get', 'window', 'show', 'pic', 'still', 'say', 'want', 'extra', 'oh', 'snap', 'ask', 'much', 'hashbrown', 'said', 'ohhhh', 'snap', 'lol', 'deal', 'get', 'pay', 'extra', 'said', 'give', 'hashbrown', 'said', 'tax', 'want', 'jump', 'brand', 'new', 'suv', 'lol', 'see', 'video', 'peopl', 'jump', 'fast', 'worker', 'gave', 'card', 'call', 'manag', 'smart', 'armando', 'said', 'sandwich', 'almost', 'threw', 'phone', 'said', 'never', 'ask', 'sandwich', 'said', 'hashbrown', 'smh', 'said', 'good', 'bye', 'sir', 'hear', 'realli', 'want', 'use', 'made', 'bad', 'decis']"
-1,"['bad', 'engin', 'quarter', 'pounder', 'great', 'went', 'cheapo', 'ad', 'extra', 'fat', 'mix', 'take', 'fortun', 'grant', 'realli', 'sad', 'great', 'though', 'get', 'bag', 'soggi', 'burnt', 'tip', 'incher', 'learn', 'distrust', 'compnay']"
-1,"['night', 'crew', 'get', 'order', 'wrong', 'eat', 'sleep', 'dinner', 'wait', 'day', 'crew', 'treat', 'right']"
-1,"['star', 'time', 'bougght', 'southwest', 'saldad', 'crispi', 'chicken', 'reach', 'home', 'chicken', 'salad', 'tri', 'call', 'back', 'answer', 'phone']"
-1,"['back', 'breakfast', 'day', 'breakfast', 'thing', 'edibl', 'place']"
-1,"['ushi', 'terribl', 'drive', 'way', 'servic', 'order', 'wrong', 'miss', 'sandwich', 'tri', 'give', 'us', 'larg', 'coffe', 'peopl', 'charg', 'us']"
-1,"['dave', 'give', 'wrong', 'two', 'time', 'row', 'sometim', 'work', 'till', 'morn', 'want', 'eat', 'someth', 'go', 'home', 'go', 'sleep', 'sheer', 'unnecessary', 'mcdonald', 'say', 'els', 'els', 'els', 'annoyingmultipl', 'enough', 'get', 'wrong', 'time']"
-1,"['went', 'thru', 'drive', 'thru', 'breakfast', 'egg', 'mcmuffin', 'meal', 'thing', 'eat', 'menu', 'meal', 'coke', 'end', 'wrong', 'gave', 'sausag', 'biscuit', 'coke', 'horribl', 'line', 'long', 'time', 'wait', 'threw', 'away', 'come', 'back', 'locat']"
-1,"['order', 'uber', 'eat', 'didnt', 'get', 'sauc', 'order', 'piec', 'nugget', 'larg', 'spici', 'mcchicken', 'ice', 'cold', 'sauc', 'non', 'exist', 'mediocr', 'liter', 'live', 'block', 'away', 'mayb', 'block', 'mayb', 'call', 'st', 'least', 'tome', 'tri', 'speak', 'manag', 'rang', 'long', 'went', 'voic', 'mail', 'least', 'time', 'worst', 'mcdonald', 'ever']"
-1,"['absolut', 'terribl', 'mcdonald', 'worker', 'bleed', 'throw', 'mother', 'polit', 'ask', 'take', 'long', 'drive', 'thru', 'minut', 'bad', 'mouth', 'manag', 'angri', 'unaccept']"
-1,"['went', 'store', 'last', 'night', 'oct', 'manag', 'visibl', 'drive', 'thru', 'window', 'wasnt', 'wear', 'mask', 'unsaf']"
-1,"['first', 'took', 'forev', 'get', 'minut', 'sit', 'line', 'got', 'home', 'realiz', 'nugget', 'old', 'even', 'drop', 'fryer', 'second', 'time', 'ha', 'heat', 'ha', 'also', 'miss', 'half', 'meal']"
-1,"['everi', 'time', 'go', 'alway', 'miss', 'item', 'get', 'order', 'incorrect', 'employe', 'includ', 'gm', 'terribl', 'attitud', 'show']"
